Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
mult/5'/501,1.291429521056141,1.2074654974235455,1.3437879328638924,7.9098009074028e-2,0.0,9.068742945463933e-2
mult/5'/601,2.9989719826381447,2.9273327666737896,3.04142504286173,6.515487046830767e-2,0.0,7.353085724403084e-2
mult/5'/701,4.650849462222015,3.8583981818974524,5.156544720204571,0.7608131497269759,0.0,0.8758898799724378
mult/5'/801,8.099293510083525,8.019977000172293,8.145047417975276,7.108265907261928e-2,0.0,7.92480931133407e-2
mult/5'/901,11.497248783749432,11.461778248230402,11.51598248139698,3.086407179354144e-2,0.0,3.244771613918847e-2
mult/5'/1001,13.800703929388142,10.075696970423014,15.667507004528822,3.2259764431811,0.0,3.233397773869481
mult/6/101,5.857544216154732e-3,5.846645555768277e-3,5.8682860820020505e-3,3.192733118204014e-5,2.2173976726078793e-5,4.9799914578840384e-5
mult/6/201,3.940355417802419e-2,3.9154947098986426e-2,3.957820355720366e-2,4.0896093040653837e-4,2.735447033274022e-4,6.341545289606888e-4
mult/6/301,0.12757805401301922,0.1262516437070569,0.12884459492361203,1.9732265802052946e-3,1.5118748303332194e-3,2.498324104659348e-3
mult/6/401,0.3000270034771808,0.29920265544531865,0.3004477308584901,8.474691790739077e-4,7.007041479132517e-4,9.58459499941231e-4
mult/6/501,0.5612425627782877,0.5547287185636621,0.5654570628726409,6.330499605140832e-3,0.0,7.299728291923636e-3
mult/6/601,0.9792663226940285,0.9745709098452062,0.9822475513031855,4.488577680373948e-3,0.0,5.163639420037927e-3
mult/6/701,1.5884142369163037,1.5878089731736693,1.5888365072691846,6.352782422285208e-4,0.0,7.313937057200028e-4
mult/6/801,2.3427334561116733,2.331867647424151,2.35074289941908,1.217769789845543e-2,0.0,1.3872762748771455e-2
mult/6/901,3.2721839302771776,3.2701816653452993,3.273374256016897,1.824539804078082e-3,0.0,2.061704658750572e-3
mult/6/1001,4.4053952437782815,4.391190431924333,4.412727753752261,1.2321081150069397e-2,0.0,1.2700279821937327e-2
mult/s/100,5.503282701372488e-3,5.497718925737208e-3,5.509633751484595e-3,1.822896885356583e-5,1.323565337458629e-5,2.6135408862120307e-5
mult/s/200,4.250402850049026e-2,4.2374716958991296e-2,4.267271929828053e-2,2.971786931483387e-4,1.9873249751769454e-4,4.236276245036813e-4
mult/s/300,0.24965445030852668,0.24671841613351717,0.25259048448353616,3.7975419957795727e-3,1.895218950743578e-3,4.854886634286421e-3
mult/s/400,0.5589599099716159,0.5456028593462543,0.5666095467470263,1.1928772707775022e-2,0.0,1.3249559554458196e-2
mult/s/500,1.1066943920001358,1.0801457594220847,1.126204777936364,2.964151650348043e-2,0.0,3.379297971682418e-2
mult/s/600,2.43756339908373,2.4073041708461824,2.4593358448785714,3.2922037972126526e-2,0.0,3.7710982321705146e-2
mult/s/700,3.835520572250745,3.7889111602314127,3.8896094148467824,5.07640722554766e-2,0.0,5.813816440910888e-2
mult/s/800,5.2896193539163265,5.177605593346962,5.350563907191341,9.813122565576864e-2,0.0,0.10555906271691462
mult/s/900,7.840883971221831,7.534189462896417,8.107578392538198,0.43147927388643426,0.0,0.46192828781512874
mult/s/1000,9.506382932693644,9.216707016673826,9.652408313990163,0.2508919927139852,0.0,0.25292337960018885
mult/s'/101,5.753373183137858e-3,5.709933491280888e-3,5.8143684569206275e-3,1.602243157352935e-4,1.0901584031679581e-4,2.0111646673443007e-4
mult/s'/201,4.508219738448815e-2,4.47480669033499e-2,4.600796527767807e-2,1.0273537834212768e-3,2.2301350884398443e-4,1.8550000052127312e-3
mult/s'/301,0.2472279339143679,0.2439965260103054,0.25093340668995007,4.329971257426524e-3,1.596707110208445e-3,5.865909782879488e-3
mult/s'/401,0.5432444858346733,0.5357382208485797,0.5476658280263816,6.80268684738315e-3,0.0,7.657989313686857e-3
mult/s'/501,1.0567523796930052,1.0469206255626826,1.0646639427867437,1.2380014337457267e-2,0.0,1.3703229245641813e-2
mult/s'/601,2.7989824598609587,2.74189269034745,2.897819318563076,8.593830891089678e-2,0.0,9.002428077412274e-2
mult/s'/701,4.239383864583918,4.187569224347535,4.275426789544702,5.420463150733575e-2,0.0,6.2428177285470794e-2
mult/s'/801,6.186542985610964,5.981763510422315,6.475434989845817,0.2573598075767825,0.0,0.2850213615363995
mult/s'/901,8.293193146138922,8.152648041897336,8.375824654121848,0.12723752926997667,0.0,0.14312197013246225
mult/s'/1001,11.091503156527702,10.7027634313445,11.286483111970705,0.33666345268119025,2.175583928816829e-15,0.33771518928479494
